message,label,type
please respond! Someone doctor at the school this evening.,Urgent,Medical Emergency
immediately! Someone injured at the office this afternoon.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this weekend.,Urgent,Medical Emergency
help! Someone injured at the church this evening.,Urgent,Medical Emergency
ASAP! Someone collapse at the factory this night.,Urgent,Medical Emergency
ASAP! Someone paramedic at the plaza this morning.,Urgent,Medical Emergency
please respond! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
emergency! Someone unconscious at the highway this holiday.,Urgent,Medical Emergency
immediately! Someone paramedic at the school this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the highway this rush hour.,Urgent,Medical Emergency
help! Someone paramedic at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the office this night.,Urgent,Medical Emergency
please respond! Someone injured at the hospital this night.,Urgent,Medical Emergency
emergency! Someone injured at the plaza this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the highway this morning.,Urgent,Medical Emergency
emergency! Someone injured at the apartment this night.,Urgent,Medical Emergency
emergency! Someone doctor at the factory this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the school this rush hour.,Urgent,Medical Emergency
help! Someone doctor at the church this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the school this holiday.,Urgent,Medical Emergency
help! Someone collapse at the plaza this holiday.,Urgent,Medical Emergency
immediately! Someone unconscious at the factory this morning.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this evening.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this rush hour.,Urgent,Medical Emergency
help! Someone injured at the highway this evening.,Urgent,Medical Emergency
emergency! Someone collapse at the gym this afternoon.,Urgent,Medical Emergency
ASAP! Someone ambulance at the apartment this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the factory this night.,Urgent,Medical Emergency
emergency! Someone collapse at the market this night.,Urgent,Medical Emergency
emergency! Someone unconscious at the factory this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the school this afternoon.,Urgent,Medical Emergency
help! Someone paramedic at the mall this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the office this rush hour.,Urgent,Medical Emergency
help! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone injured at the market this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the plaza this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the school this rush hour.,Urgent,Medical Emergency
help! Someone doctor at the office this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the mall this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the mall this morning.,Urgent,Medical Emergency
urgent! Someone ambulance at the apartment this holiday.,Urgent,Medical Emergency
please respond! Someone ambulance at the factory this weekend.,Urgent,Medical Emergency
help! Someone doctor at the mall this afternoon.,Urgent,Medical Emergency
please respond! Someone injured at the highway this morning.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this weekend.,Urgent,Medical Emergency
immediately! Someone doctor at the apartment this rush hour.,Urgent,Medical Emergency
ASAP! Someone collapse at the highway this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the highway this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the mall this rush hour.,Urgent,Medical Emergency
please respond! Someone injured at the market this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the gym this rush hour.,Urgent,Medical Emergency
help! Someone injured at the market this afternoon.,Urgent,Medical Emergency
immediately! Someone paramedic at the apartment this rush hour.,Urgent,Medical Emergency
help! Someone injured at the school this afternoon.,Urgent,Medical Emergency
emergency! Someone ambulance at the hospital this holiday.,Urgent,Medical Emergency
ASAP! Someone collapse at the mall this night.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this morning.,Urgent,Medical Emergency
emergency! Someone doctor at the gym this holiday.,Urgent,Medical Emergency
immediately! Someone ambulance at the hospital this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the plaza this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the school this night.,Urgent,Medical Emergency
immediately! Someone doctor at the church this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the mall this rush hour.,Urgent,Medical Emergency
emergency! Someone injured at the plaza this holiday.,Urgent,Medical Emergency
urgent! Someone doctor at the market this morning.,Urgent,Medical Emergency
please respond! Someone doctor at the market this evening.,Urgent,Medical Emergency
emergency! Someone ambulance at the church this evening.,Urgent,Medical Emergency
help! Someone injured at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone ambulance at the market this weekend.,Urgent,Medical Emergency
immediately! Someone paramedic at the church this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the factory this rush hour.,Urgent,Medical Emergency
urgent! Someone doctor at the factory this morning.,Urgent,Medical Emergency
immediately! Someone injured at the hospital this weekend.,Urgent,Medical Emergency
please respond! Someone injured at the highway this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the highway this holiday.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the office this morning.,Urgent,Medical Emergency
urgent! Someone injured at the office this rush hour.,Urgent,Medical Emergency
immediately! Someone injured at the school this night.,Urgent,Medical Emergency
urgent! Someone collapse at the apartment this night.,Urgent,Medical Emergency
please respond! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
emergency! Someone doctor at the apartment this afternoon.,Urgent,Medical Emergency
immediately! Someone unconscious at the school this evening.,Urgent,Medical Emergency
ASAP! Someone injured at the highway this morning.,Urgent,Medical Emergency
emergency! Someone unconscious at the apartment this morning.,Urgent,Medical Emergency
immediately! Someone ambulance at the restaurant this evening.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this night.,Urgent,Medical Emergency
ASAP! Someone doctor at the market this weekend.,Urgent,Medical Emergency
immediately! Someone doctor at the market this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the market this night.,Urgent,Medical Emergency
please respond! Someone ambulance at the factory this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the gym this afternoon.,Urgent,Medical Emergency
ASAP! Someone paramedic at the school this evening.,Urgent,Medical Emergency
emergency! Someone doctor at the office this weekend.,Urgent,Medical Emergency
urgent! Someone collapse at the hospital this night.,Urgent,Medical Emergency
urgent! Someone unconscious at the factory this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the school this evening.,Urgent,Medical Emergency
please respond! Someone doctor at the plaza this rush hour.,Urgent,Medical Emergency
urgent! Someone unconscious at the office this holiday.,Urgent,Medical Emergency
emergency! Someone ambulance at the mall this weekend.,Urgent,Medical Emergency
emergency! Someone unconscious at the office this afternoon.,Urgent,Medical Emergency
ASAP! Someone injured at the apartment this evening.,Urgent,Medical Emergency
emergency! Someone doctor at the factory this evening.,Urgent,Medical Emergency
please respond! Someone paramedic at the apartment this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the gym this rush hour.,Urgent,Medical Emergency
ASAP! Someone unconscious at the plaza this weekend.,Urgent,Medical Emergency
ASAP! Someone collapse at the factory this holiday.,Urgent,Medical Emergency
please respond! Someone doctor at the apartment this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the hospital this afternoon.,Urgent,Medical Emergency
immediately! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the office this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the restaurant this morning.,Urgent,Medical Emergency
help! Someone collapse at the apartment this morning.,Urgent,Medical Emergency
ASAP! Someone paramedic at the highway this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the mall this rush hour.,Urgent,Medical Emergency
please respond! Someone paramedic at the highway this holiday.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this evening.,Urgent,Medical Emergency
emergency! Someone collapse at the church this afternoon.,Urgent,Medical Emergency
emergency! Someone unconscious at the plaza this night.,Urgent,Medical Emergency
emergency! Someone collapse at the factory this evening.,Urgent,Medical Emergency
help! Someone injured at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone collapse at the restaurant this morning.,Urgent,Medical Emergency
help! Someone collapse at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone unconscious at the restaurant this night.,Urgent,Medical Emergency
urgent! Someone paramedic at the restaurant this night.,Urgent,Medical Emergency
urgent! Someone doctor at the highway this night.,Urgent,Medical Emergency
emergency! Someone doctor at the church this rush hour.,Urgent,Medical Emergency
urgent! Someone collapse at the office this holiday.,Urgent,Medical Emergency
urgent! Someone paramedic at the restaurant this rush hour.,Urgent,Medical Emergency
urgent! Someone unconscious at the factory this weekend.,Urgent,Medical Emergency
emergency! Someone paramedic at the church this rush hour.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
emergency! Someone collapse at the gym this night.,Urgent,Medical Emergency
please respond! Someone doctor at the mall this weekend.,Urgent,Medical Emergency
urgent! Someone doctor at the apartment this afternoon.,Urgent,Medical Emergency
immediately! Someone collapse at the school this morning.,Urgent,Medical Emergency
please respond! Someone injured at the apartment this night.,Urgent,Medical Emergency
help! Someone injured at the restaurant this weekend.,Urgent,Medical Emergency
urgent! Someone injured at the hospital this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the school this afternoon.,Urgent,Medical Emergency
please respond! Someone paramedic at the factory this evening.,Urgent,Medical Emergency
urgent! Someone injured at the school this evening.,Urgent,Medical Emergency
please respond! Someone paramedic at the school this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the plaza this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the office this evening.,Urgent,Medical Emergency
help! Someone ambulance at the factory this holiday.,Urgent,Medical Emergency
immediately! Someone doctor at the plaza this weekend.,Urgent,Medical Emergency
help! Someone paramedic at the factory this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the mall this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the church this rush hour.,Urgent,Medical Emergency
ASAP! Someone ambulance at the factory this morning.,Urgent,Medical Emergency
please respond! Someone ambulance at the plaza this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the mall this afternoon.,Urgent,Medical Emergency
please respond! Someone unconscious at the hospital this night.,Urgent,Medical Emergency
urgent! Someone ambulance at the hospital this morning.,Urgent,Medical Emergency
urgent! Someone unconscious at the plaza this rush hour.,Urgent,Medical Emergency
help! Someone collapse at the church this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the hospital this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this morning.,Urgent,Medical Emergency
emergency! Someone injured at the gym this evening.,Urgent,Medical Emergency
emergency! Someone ambulance at the market this evening.,Urgent,Medical Emergency
ASAP! Someone unconscious at the mall this weekend.,Urgent,Medical Emergency
help! Someone collapse at the restaurant this evening.,Urgent,Medical Emergency
urgent! Someone doctor at the gym this evening.,Urgent,Medical Emergency
immediately! Someone ambulance at the gym this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the apartment this night.,Urgent,Medical Emergency
please respond! Someone doctor at the plaza this weekend.,Urgent,Medical Emergency
please respond! Someone unconscious at the plaza this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the church this morning.,Urgent,Medical Emergency
immediately! Someone unconscious at the plaza this evening.,Urgent,Medical Emergency
urgent! Someone ambulance at the church this rush hour.,Urgent,Medical Emergency
please respond! Someone unconscious at the office this morning.,Urgent,Medical Emergency
help! Someone doctor at the factory this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the office this afternoon.,Urgent,Medical Emergency
help! Someone injured at the market this rush hour.,Urgent,Medical Emergency
help! Someone paramedic at the factory this night.,Urgent,Medical Emergency
ASAP! Someone unconscious at the restaurant this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the hospital this weekend.,Urgent,Medical Emergency
urgent! Someone doctor at the gym this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the restaurant this rush hour.,Urgent,Medical Emergency
please respond! Someone paramedic at the plaza this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the apartment this holiday.,Urgent,Medical Emergency
urgent! Someone injured at the office this afternoon.,Urgent,Medical Emergency
help! Someone doctor at the market this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the gym this rush hour.,Urgent,Medical Emergency
urgent! Someone collapse at the church this rush hour.,Urgent,Medical Emergency
please respond! Someone doctor at the factory this evening.,Urgent,Medical Emergency
help! Someone collapse at the hospital this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the restaurant this holiday.,Urgent,Medical Emergency
immediately! Someone collapse at the church this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the school this weekend.,Urgent,Medical Emergency
immediately! Someone ambulance at the highway this weekend.,Urgent,Medical Emergency
ASAP! Someone doctor at the mall this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the plaza this morning.,Urgent,Medical Emergency
help! Someone collapse at the plaza this afternoon.,Urgent,Medical Emergency
emergency! Someone injured at the highway this weekend.,Urgent,Medical Emergency
immediately! Someone injured at the gym this night.,Urgent,Medical Emergency
help! Someone injured at the mall this night.,Urgent,Medical Emergency
please respond! Someone injured at the plaza this night.,Urgent,Medical Emergency
emergency! Someone unconscious at the restaurant this holiday.,Urgent,Medical Emergency
ASAP! Someone collapse at the hospital this rush hour.,Urgent,Medical Emergency
emergency! Someone unconscious at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone unconscious at the mall this evening.,Urgent,Medical Emergency
urgent! Someone unconscious at the apartment this evening.,Urgent,Medical Emergency
urgent! Someone collapse at the plaza this weekend.,Urgent,Medical Emergency
help! Someone doctor at the factory this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the highway this weekend.,Urgent,Medical Emergency
please respond! Someone doctor at the market this afternoon.,Urgent,Medical Emergency
ASAP! Someone paramedic at the market this rush hour.,Urgent,Medical Emergency
ASAP! Someone collapse at the mall this morning.,Urgent,Medical Emergency
ASAP! Someone unconscious at the plaza this rush hour.,Urgent,Medical Emergency
emergency! Someone ambulance at the market this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the restaurant this weekend.,Urgent,Medical Emergency
urgent! Someone unconscious at the market this night.,Urgent,Medical Emergency
emergency! Someone collapse at the plaza this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the factory this holiday.,Urgent,Medical Emergency
immediately! Someone ambulance at the restaurant this afternoon.,Urgent,Medical Emergency
please respond! Someone ambulance at the gym this morning.,Urgent,Medical Emergency
immediately! Someone doctor at the hospital this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the school this holiday.,Urgent,Medical Emergency
please respond! Someone injured at the office this night.,Urgent,Medical Emergency
help! Someone collapse at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone paramedic at the apartment this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the church this weekend.,Urgent,Medical Emergency
help! Someone injured at the market this night.,Urgent,Medical Emergency
please respond! Someone unconscious at the highway this holiday.,Urgent,Medical Emergency
help! Someone paramedic at the school this morning.,Urgent,Medical Emergency
emergency! Someone ambulance at the factory this night.,Urgent,Medical Emergency
please respond! Someone unconscious at the restaurant this morning.,Urgent,Medical Emergency
please respond! Someone collapse at the restaurant this holiday.,Urgent,Medical Emergency
ASAP! Someone ambulance at the restaurant this afternoon.,Urgent,Medical Emergency
please respond! Someone ambulance at the apartment this morning.,Urgent,Medical Emergency
emergency! Someone paramedic at the factory this evening.,Urgent,Medical Emergency
urgent! Someone doctor at the factory this afternoon.,Urgent,Medical Emergency
ASAP! Someone ambulance at the mall this afternoon.,Urgent,Medical Emergency
urgent! Someone unconscious at the restaurant this rush hour.,Urgent,Medical Emergency
ASAP! Someone unconscious at the restaurant this evening.,Urgent,Medical Emergency
please respond! Someone injured at the restaurant this evening.,Urgent,Medical Emergency
emergency! Someone unconscious at the market this night.,Urgent,Medical Emergency
urgent! Someone ambulance at the plaza this evening.,Urgent,Medical Emergency
emergency! Someone doctor at the church this holiday.,Urgent,Medical Emergency
urgent! Someone paramedic at the mall this weekend.,Urgent,Medical Emergency
help! Someone injured at the factory this weekend.,Urgent,Medical Emergency
please respond! Someone collapse at the apartment this holiday.,Urgent,Medical Emergency
help! Someone injured at the plaza this night.,Urgent,Medical Emergency
urgent! Someone injured at the apartment this afternoon.,Urgent,Medical Emergency
emergency! Someone unconscious at the apartment this weekend.,Urgent,Medical Emergency
immediately! Someone injured at the apartment this holiday.,Urgent,Medical Emergency
help! Someone doctor at the school this evening.,Urgent,Medical Emergency
help! Someone ambulance at the office this weekend.,Urgent,Medical Emergency
please respond! Someone unconscious at the market this morning.,Urgent,Medical Emergency
urgent! Someone doctor at the restaurant this rush hour.,Urgent,Medical Emergency
immediately! Someone collapse at the restaurant this evening.,Urgent,Medical Emergency
help! Someone ambulance at the school this weekend.,Urgent,Medical Emergency
urgent! Someone paramedic at the school this evening.,Urgent,Medical Emergency
immediately! Someone unconscious at the hospital this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the highway this afternoon.,Urgent,Medical Emergency
ASAP! Someone doctor at the market this rush hour.,Urgent,Medical Emergency
ASAP! Someone collapse at the mall this holiday.,Urgent,Medical Emergency
urgent! Someone unconscious at the plaza this weekend.,Urgent,Medical Emergency
immediately! Someone injured at the mall this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the factory this holiday.,Urgent,Medical Emergency
urgent! Someone ambulance at the highway this night.,Urgent,Medical Emergency
ASAP! Someone unconscious at the hospital this weekend.,Urgent,Medical Emergency
urgent! Someone unconscious at the office this morning.,Urgent,Medical Emergency
immediately! Someone injured at the factory this evening.,Urgent,Medical Emergency
emergency! Someone injured at the school this night.,Urgent,Medical Emergency
immediately! Someone paramedic at the school this weekend.,Urgent,Medical Emergency
ASAP! Someone ambulance at the market this evening.,Urgent,Medical Emergency
immediately! Someone collapse at the hospital this rush hour.,Urgent,Medical Emergency
urgent! Someone paramedic at the plaza this holiday.,Urgent,Medical Emergency
help! Someone collapse at the mall this weekend.,Urgent,Medical Emergency
please respond! Someone ambulance at the office this holiday.,Urgent,Medical Emergency
emergency! Someone collapse at the gym this evening.,Urgent,Medical Emergency
emergency! Someone ambulance at the factory this weekend.,Urgent,Medical Emergency
ASAP! Someone collapse at the highway this holiday.,Urgent,Medical Emergency
help! Someone injured at the restaurant this night.,Urgent,Medical Emergency
please respond! Someone collapse at the highway this rush hour.,Urgent,Medical Emergency
ASAP! Someone paramedic at the hospital this holiday.,Urgent,Medical Emergency
help! Someone unconscious at the office this night.,Urgent,Medical Emergency
immediately! Someone paramedic at the highway this holiday.,Urgent,Medical Emergency
help! Someone ambulance at the mall this night.,Urgent,Medical Emergency
immediately! Someone injured at the highway this afternoon.,Urgent,Medical Emergency
urgent! Someone injured at the factory this afternoon.,Urgent,Medical Emergency
immediately! Someone paramedic at the highway this night.,Urgent,Medical Emergency
emergency! Someone injured at the market this afternoon.,Urgent,Medical Emergency
immediately! Someone doctor at the highway this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the highway this rush hour.,Urgent,Medical Emergency
immediately! Someone collapse at the school this holiday.,Urgent,Medical Emergency
urgent! Someone collapse at the mall this afternoon.,Urgent,Medical Emergency
please respond! Someone injured at the church this weekend.,Urgent,Medical Emergency
help! Someone injured at the office this rush hour.,Urgent,Medical Emergency
emergency! Someone collapse at the restaurant this holiday.,Urgent,Medical Emergency
emergency! Someone injured at the mall this holiday.,Urgent,Medical Emergency
please respond! Someone paramedic at the apartment this rush hour.,Urgent,Medical Emergency
emergency! Someone paramedic at the gym this weekend.,Urgent,Medical Emergency
urgent! Someone paramedic at the highway this night.,Urgent,Medical Emergency
urgent! Someone unconscious at the gym this evening.,Urgent,Medical Emergency
urgent! Someone unconscious at the office this afternoon.,Urgent,Medical Emergency
ASAP! Someone unconscious at the apartment this rush hour.,Urgent,Medical Emergency
ASAP! Someone doctor at the hospital this morning.,Urgent,Medical Emergency
emergency! Someone injured at the mall this evening.,Urgent,Medical Emergency
emergency! Someone injured at the gym this rush hour.,Urgent,Medical Emergency
help! Someone injured at the factory this afternoon.,Urgent,Medical Emergency
immediately! Someone unconscious at the market this night.,Urgent,Medical Emergency
urgent! Someone ambulance at the restaurant this holiday.,Urgent,Medical Emergency
immediately! Someone collapse at the highway this rush hour.,Urgent,Medical Emergency
emergency! Someone ambulance at the plaza this evening.,Urgent,Medical Emergency
help! Someone doctor at the apartment this night.,Urgent,Medical Emergency
please respond! Someone collapse at the school this morning.,Urgent,Medical Emergency
emergency! Someone injured at the highway this afternoon.,Urgent,Medical Emergency
help! Someone injured at the factory this rush hour.,Urgent,Medical Emergency
help! Someone paramedic at the market this weekend.,Urgent,Medical Emergency
emergency! Someone injured at the apartment this afternoon.,Urgent,Medical Emergency
emergency! Someone paramedic at the restaurant this rush hour.,Urgent,Medical Emergency
urgent! Someone injured at the school this afternoon.,Urgent,Medical Emergency
urgent! Someone collapse at the hospital this rush hour.,Urgent,Medical Emergency
urgent! Someone ambulance at the market this morning.,Urgent,Medical Emergency
ASAP! Someone ambulance at the office this afternoon.,Urgent,Medical Emergency
urgent! Someone unconscious at the plaza this morning.,Urgent,Medical Emergency
emergency! Someone paramedic at the hospital this rush hour.,Urgent,Medical Emergency
immediately! Someone paramedic at the factory this holiday.,Urgent,Medical Emergency
please respond! Someone doctor at the mall this holiday.,Urgent,Medical Emergency
emergency! Someone injured at the factory this night.,Urgent,Medical Emergency
urgent! Someone doctor at the church this night.,Urgent,Medical Emergency
ASAP! Someone ambulance at the office this holiday.,Urgent,Medical Emergency
immediately! Someone unconscious at the mall this evening.,Urgent,Medical Emergency
please respond! Someone injured at the office this evening.,Urgent,Medical Emergency
please respond! Someone doctor at the mall this night.,Urgent,Medical Emergency
emergency! Someone paramedic at the school this holiday.,Urgent,Medical Emergency
please respond! Someone ambulance at the school this weekend.,Urgent,Medical Emergency
immediately! Someone collapse at the office this morning.,Urgent,Medical Emergency
please respond! Someone injured at the restaurant this afternoon.,Urgent,Medical Emergency
