message,label,type
"Please dispatch an ambulance, someone is having seizures at the main road",Urgent,Medical Emergency
"A person collapsed near the playground, urgent medical help needed",Urgent,Medical Emergency
"An old man fainted inside the plaza, please send medical help",Urgent,Medical Emergency
"Medical emergency at the school, immediate response required",Urgent,Medical Emergency
"A person collapsed near the playground, urgent medical help needed",Urgent,Medical Emergency
"A person collapsed near the plaza, urgent medical help needed",Urgent,Medical Emergency
"Someone fainted at the apartment, please send an ambulance",Urgent,Medical Emergency
"An old man fainted inside the apartment, please send medical help",Urgent,Medical Emergency
"A person collapsed near the factory, urgent medical help needed",Urgent,Medical Emergency
"A person collapsed near the waiting shed, urgent medical help needed",Urgent,Medical Emergency
"My neighbor has chest pain, urgent ambulance needed at the factory",Urgent,Medical Emergency
"Fire broke out at the church, please confirm and respond",Urgent,Fire
"The main road caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
There is smoke and flames coming from the street corner,Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
"Please send fire department to the factory, burning rapidly",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"The street corner caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the playground, burning rapidly",Urgent,Fire
"Fire broke out at the waiting shed, please confirm and respond",Urgent,Fire
There is a huge blaze in the main road,Urgent,Fire
There is smoke and flames coming from the church,Urgent,Fire
"Fire broke out at the residential area, please confirm and respond",Urgent,Fire
There is smoke and flames coming from the barangay hall,Urgent,Fire
"Fire outbreak near the waiting shed, urgent assistance needed",Urgent,Fire
"The church is on fire, stage for confirmation",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
"Fire outbreak near the church, urgent assistance needed",Urgent,Fire
"The main road is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
There is a huge blaze in the barangay hall,Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Fire broke out at the apartment, please confirm and respond",Urgent,Fire
There is a huge blaze in the apartment,Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
There is a huge blaze in the waiting shed,Urgent,Fire
There is smoke and flames coming from the street corner,Urgent,Fire
"Flames spreading quickly in the plaza, send fire truck",Urgent,Fire
"Flames spreading quickly in the market, send fire truck",Urgent,Fire
"Flames spreading quickly in the street corner, send fire truck",Urgent,Fire
"The factory is on fire, stage for confirmation",Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
"Urgent, fire has started in the main road",Urgent,Fire
"Fire broke out at the barangay hall, please confirm and respond",Urgent,Fire
"The main road is on fire, stage for confirmation",Urgent,Fire
"Urgent, fire has started in the waiting shed",Urgent,Fire
"Urgent, fire has started in the waiting shed",Urgent,Fire
"Fire broke out at the factory, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the school",Urgent,Fire
There is smoke and flames coming from the barangay hall,Urgent,Fire
"Residents report fire in the barangay hall, confirm immediately",Urgent,Fire
"The market is on fire, stage for confirmation",Urgent,Fire
"Please send fire department to the street corner, burning rapidly",Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the residential area",Urgent,Fire
"Fire broke out at the plaza, please confirm and respond",Urgent,Fire
"The school caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the residential area, burning rapidly",Urgent,Fire
"Urgent, fire has started in the apartment",Urgent,Fire
"Please send fire department to the basketball court, burning rapidly",Urgent,Fire
"Fire outbreak near the playground, urgent assistance needed",Urgent,Fire
"Fire outbreak near the apartment, urgent assistance needed",Urgent,Fire
"Urgent, fire has started in the street corner",Urgent,Fire
"Fire outbreak near the plaza, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the factory, send fire truck",Urgent,Fire
"Flames spreading quickly in the plaza, send fire truck",Urgent,Fire
There is smoke and flames coming from the basketball court,Urgent,Fire
"Residents report fire in the barangay hall, confirm immediately",Urgent,Fire
"The barangay hall caught fire, smoke everywhere",Urgent,Fire
"The apartment is on fire, stage for confirmation",Urgent,Fire
"Residents report fire in the basketball court, confirm immediately",Urgent,Fire
"Urgent, fire has started in the church",Urgent,Fire
"Fire outbreak near the factory, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Flames spreading quickly in the street corner, send fire truck",Urgent,Fire
There is a huge blaze in the plaza,Urgent,Fire
"The school is on fire, stage for confirmation",Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
"Fire outbreak near the waiting shed, urgent assistance needed",Urgent,Fire
There is smoke and flames coming from the school,Urgent,Fire
There is a huge blaze in the plaza,Urgent,Fire
"Urgent, fire has started in the residential area",Urgent,Fire
"The playground is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the playground, please confirm and respond",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"Fire outbreak near the market, urgent assistance needed",Urgent,Fire
"The market is on fire, stage for confirmation",Urgent,Fire
"The apartment caught fire, smoke everywhere",Urgent,Fire
"Fire outbreak near the street corner, urgent assistance needed",Urgent,Fire
"The church caught fire, smoke everywhere",Urgent,Fire
There is a huge blaze in the market,Urgent,Fire
"Flames spreading quickly in the basketball court, send fire truck",Urgent,Fire
"The market caught fire, smoke everywhere",Urgent,Fire
"Please send fire department to the barangay hall, burning rapidly",Urgent,Fire
"Flames spreading quickly in the playground, send fire truck",Urgent,Fire
"The barangay hall is on fire, stage for confirmation",Urgent,Fire
"Fire broke out at the street corner, please confirm and respond",Urgent,Fire
"Urgent, fire has started in the plaza",Urgent,Fire
There is smoke and flames coming from the main road,Urgent,Fire
There is a huge blaze in the basketball court,Urgent,Fire
"Urgent, fire has started in the playground",Urgent,Fire
"Please send fire department to the barangay hall, burning rapidly",Urgent,Fire
"Residents report fire in the church, confirm immediately",Urgent,Fire
"Flames spreading quickly in the residential area, send fire truck",Urgent,Fire
"The factory is on fire, stage for confirmation",Urgent,Fire
"Residents report fire in the street corner, confirm immediately",Urgent,Fire
"Urgent, fire has started in the factory",Urgent,Fire
The residential area is very noisy due to shouting,Non-Urgent,Noise
Motorcycles revving noisily at the barangay hall,Non-Urgent,Noise
Vendors shouting too early in the morning in the waiting shed,Non-Urgent,Noise
Motorcycles revving noisily at the factory,Non-Urgent,Noise
Annoying noise from construction at the waiting shed,Non-Urgent,Noise
The plaza is very noisy due to shouting,Non-Urgent,Noise
Firecrackers causing disturbance in the school,Non-Urgent,Noise
The barangay hall is very noisy due to shouting,Non-Urgent,Noise
People shouting in the school late at night,Non-Urgent,Noise
People shouting in the plaza late at night,Non-Urgent,Noise
Dogs barking loudly near the plaza,Non-Urgent,Noise
"Too much noise from the apartment, can’t sleep",Non-Urgent,Noise
Vendors shouting too early in the morning in the school,Non-Urgent,Noise
Loud music disturbing us from the market,Non-Urgent,Noise
Firecrackers causing disturbance in the market,Non-Urgent,Noise
Loud music disturbing us from the basketball court,Non-Urgent,Noise
Dogs barking loudly near the waiting shed,Non-Urgent,Noise
"Too much noise from the plaza, can’t sleep",Non-Urgent,Noise
"Too much noise from the playground, can’t sleep",Non-Urgent,Noise
"Too much noise from the waiting shed, can’t sleep",Non-Urgent,Noise
People shouting in the main road late at night,Non-Urgent,Noise
Firecrackers causing disturbance in the factory,Non-Urgent,Noise
The karaoke in the apartment is too loud every night,Non-Urgent,Noise
Loud music disturbing us from the playground,Non-Urgent,Noise
Motorcycles revving noisily at the factory,Non-Urgent,Noise
Annoying noise from construction at the playground,Non-Urgent,Noise
People shouting in the apartment late at night,Non-Urgent,Noise
The school is very noisy due to shouting,Non-Urgent,Noise
"Too much noise from the barangay hall, can’t sleep",Non-Urgent,Noise
Loud music disturbing us from the basketball court,Non-Urgent,Noise
People shouting in the main road late at night,Non-Urgent,Noise
Motorcycles revving noisily at the plaza,Non-Urgent,Noise
People shouting in the barangay hall late at night,Non-Urgent,Noise
People shouting in the market late at night,Non-Urgent,Noise
Motorcycles revving noisily at the playground,Non-Urgent,Noise
Firecrackers causing disturbance in the main road,Non-Urgent,Noise
Firecrackers causing disturbance in the barangay hall,Non-Urgent,Noise
People shouting in the barangay hall late at night,Non-Urgent,Noise
Firecrackers causing disturbance in the waiting shed,Non-Urgent,Noise
Motorcycles revving noisily at the playground,Non-Urgent,Noise
Annoying noise from construction at the waiting shed,Non-Urgent,Noise
The karaoke in the street corner is too loud every night,Non-Urgent,Noise
People shouting in the plaza late at night,Non-Urgent,Noise
Dogs barking loudly near the main road,Non-Urgent,Noise
Dogs barking loudly near the playground,Non-Urgent,Noise
Motorcycles revving noisily at the factory,Non-Urgent,Noise
Firecrackers causing disturbance in the school,Non-Urgent,Noise
People shouting in the waiting shed late at night,Non-Urgent,Noise
Firecrackers causing disturbance in the market,Non-Urgent,Noise
Annoying noise from construction at the church,Non-Urgent,Noise
Annoying noise from construction at the factory,Non-Urgent,Noise
Annoying noise from construction at the basketball court,Non-Urgent,Noise
"Too much noise from the church, can’t sleep",Non-Urgent,Noise
The main road is very noisy due to shouting,Non-Urgent,Noise
The playground is very noisy due to shouting,Non-Urgent,Noise
Firecrackers causing disturbance in the school,Non-Urgent,Noise
People shouting in the playground late at night,Non-Urgent,Noise
Loud music disturbing us from the street corner,Non-Urgent,Noise
Dogs barking loudly near the residential area,Non-Urgent,Noise
Loud music disturbing us from the plaza,Non-Urgent,Noise
Motorcycles revving noisily at the apartment,Non-Urgent,Noise
Annoying noise from construction at the factory,Non-Urgent,Noise
Vendors shouting too early in the morning in the waiting shed,Non-Urgent,Noise
Dogs barking loudly near the church,Non-Urgent,Noise
"Too much noise from the waiting shed, can’t sleep",Non-Urgent,Noise
Loud music disturbing us from the residential area,Non-Urgent,Noise
"Too much noise from the factory, can’t sleep",Non-Urgent,Noise
The church is very noisy due to shouting,Non-Urgent,Noise
Annoying noise from construction at the apartment,Non-Urgent,Noise
Annoying noise from construction at the barangay hall,Non-Urgent,Noise
"Too much noise from the street corner, can’t sleep",Non-Urgent,Noise
Loud music disturbing us from the residential area,Non-Urgent,Noise
People shouting in the waiting shed late at night,Non-Urgent,Noise
Annoying noise from construction at the waiting shed,Non-Urgent,Noise
People shouting in the church late at night,Non-Urgent,Noise
Firecrackers causing disturbance in the market,Non-Urgent,Noise
Loud music disturbing us from the waiting shed,Non-Urgent,Noise
Annoying noise from construction at the street corner,Non-Urgent,Noise
Vendors shouting too early in the morning in the playground,Non-Urgent,Noise
Dogs barking loudly near the waiting shed,Non-Urgent,Noise
"Too much noise from the street corner, can’t sleep",Non-Urgent,Noise
Motorcycles revving noisily at the main road,Non-Urgent,Noise
"Too much noise from the factory, can’t sleep",Non-Urgent,Noise
"Too much noise from the factory, can’t sleep",Non-Urgent,Noise
People shouting in the street corner late at night,Non-Urgent,Noise
The waiting shed is very noisy due to shouting,Non-Urgent,Noise
Vendors shouting too early in the morning in the playground,Non-Urgent,Noise
"Too much noise from the school, can’t sleep",Non-Urgent,Noise
The karaoke in the main road is too loud every night,Non-Urgent,Noise
Annoying noise from construction at the plaza,Non-Urgent,Noise
Annoying noise from construction at the playground,Non-Urgent,Noise
The plaza is very noisy due to shouting,Non-Urgent,Noise
The factory is very noisy due to shouting,Non-Urgent,Noise
"Too much noise from the street corner, can’t sleep",Non-Urgent,Noise
Annoying noise from construction at the street corner,Non-Urgent,Noise
Vendors shouting too early in the morning in the basketball court,Non-Urgent,Noise
"Too much noise from the factory, can’t sleep",Non-Urgent,Noise
Motorcycles revving noisily at the street corner,Non-Urgent,Noise
The market is very noisy due to shouting,Non-Urgent,Noise
The plaza is very noisy due to shouting,Non-Urgent,Noise
Illegal dumping of garbage near the plaza,Non-Urgent,Waste
"Trash piling up in the main road, smells bad",Non-Urgent,Waste
Illegal dumping of garbage near the factory,Non-Urgent,Waste
Waste bins overflowing in front of the waiting shed,Non-Urgent,Waste
Garbage not collected at the street corner for several days,Non-Urgent,Waste
Garbage not collected at the street corner for several days,Non-Urgent,Waste
"Rotten food waste in the basketball court, very smelly",Non-Urgent,Waste
The playground disposal area is full and unattended,Non-Urgent,Waste
Trash blocking the road near the school,Non-Urgent,Waste
Trash blocking the road near the plaza,Non-Urgent,Waste
Waste bins overflowing in front of the factory,Non-Urgent,Waste
Illegal dumping of garbage near the apartment,Non-Urgent,Waste
The main road disposal area is full and unattended,Non-Urgent,Waste
"Rotten food waste in the plaza, very smelly",Non-Urgent,Waste
Illegal dumping of garbage near the factory,Non-Urgent,Waste
The main road disposal area is full and unattended,Non-Urgent,Waste
"Rotten food waste in the barangay hall, very smelly",Non-Urgent,Waste
Waste truck missed collection in the street corner,Non-Urgent,Waste
Waste truck missed collection in the school,Non-Urgent,Waste
"Trash piling up in the church, smells bad",Non-Urgent,Waste
Trash blocking the road near the basketball court,Non-Urgent,Waste
Illegal dumping of garbage near the main road,Non-Urgent,Waste
Waste truck missed collection in the barangay hall,Non-Urgent,Waste
Waste truck missed collection in the school,Non-Urgent,Waste
"Scattered trash around the barangay hall, needs cleanup",Non-Urgent,Waste
"Rotten food waste in the barangay hall, very smelly",Non-Urgent,Waste
"Trash piling up in the apartment, smells bad",Non-Urgent,Waste
"Scattered trash around the basketball court, needs cleanup",Non-Urgent,Waste
Illegal dumping of garbage near the school,Non-Urgent,Waste
The playground disposal area is full and unattended,Non-Urgent,Waste
"Rotten food waste in the church, very smelly",Non-Urgent,Waste
Waste truck missed collection in the market,Non-Urgent,Waste
Illegal dumping of garbage near the church,Non-Urgent,Waste
Waste bins overflowing in front of the barangay hall,Non-Urgent,Waste
Garbage not collected at the barangay hall for several days,Non-Urgent,Waste
"Rotten food waste in the apartment, very smelly",Non-Urgent,Waste
Trash blocking the road near the playground,Non-Urgent,Waste
Trash blocking the road near the school,Non-Urgent,Waste
Illegal dumping of garbage near the factory,Non-Urgent,Waste
"Trash piling up in the basketball court, smells bad",Non-Urgent,Waste
"Trash piling up in the school, smells bad",Non-Urgent,Waste
"Rotten food waste in the barangay hall, very smelly",Non-Urgent,Waste
"Rotten food waste in the basketball court, very smelly",Non-Urgent,Waste
Waste bins overflowing in front of the apartment,Non-Urgent,Waste
Overflowing garbage bins near the waiting shed,Non-Urgent,Waste
"Trash piling up in the basketball court, smells bad",Non-Urgent,Waste
Garbage not collected at the street corner for several days,Non-Urgent,Waste
The church disposal area is full and unattended,Non-Urgent,Waste
Trash blocking the road near the factory,Non-Urgent,Waste
"Rotten food waste in the school, very smelly",Non-Urgent,Waste
Overflowing garbage bins near the apartment,Non-Urgent,Waste
"Trash piling up in the school, smells bad",Non-Urgent,Waste
"Rotten food waste in the waiting shed, very smelly",Non-Urgent,Waste
Waste bins overflowing in front of the basketball court,Non-Urgent,Waste
Waste truck missed collection in the factory,Non-Urgent,Waste
"Trash piling up in the apartment, smells bad",Non-Urgent,Waste
Waste bins overflowing in front of the apartment,Non-Urgent,Waste
The apartment disposal area is full and unattended,Non-Urgent,Waste
Overflowing garbage bins near the school,Non-Urgent,Waste
Waste truck missed collection in the main road,Non-Urgent,Waste
Illegal dumping of garbage near the residential area,Non-Urgent,Waste
"Rotten food waste in the playground, very smelly",Non-Urgent,Waste
Garbage not collected at the market for several days,Non-Urgent,Waste
Waste truck missed collection in the barangay hall,Non-Urgent,Waste
Illegal dumping of garbage near the apartment,Non-Urgent,Waste
Trash blocking the road near the church,Non-Urgent,Waste
Trash blocking the road near the school,Non-Urgent,Waste
Trash blocking the road near the residential area,Non-Urgent,Waste
Trash blocking the road near the residential area,Non-Urgent,Waste
Garbage not collected at the main road for several days,Non-Urgent,Waste
Overflowing garbage bins near the basketball court,Non-Urgent,Waste
"Rotten food waste in the barangay hall, very smelly",Non-Urgent,Waste
"Scattered trash around the plaza, needs cleanup",Non-Urgent,Waste
"Scattered trash around the waiting shed, needs cleanup",Non-Urgent,Waste
Waste bins overflowing in front of the waiting shed,Non-Urgent,Waste
"Rotten food waste in the apartment, very smelly",Non-Urgent,Waste
The basketball court disposal area is full and unattended,Non-Urgent,Waste
Waste bins overflowing in front of the apartment,Non-Urgent,Waste
Illegal dumping of garbage near the factory,Non-Urgent,Waste
Illegal dumping of garbage near the apartment,Non-Urgent,Waste
The playground disposal area is full and unattended,Non-Urgent,Waste
"Trash piling up in the playground, smells bad",Non-Urgent,Waste
"Scattered trash around the residential area, needs cleanup",Non-Urgent,Waste
The basketball court disposal area is full and unattended,Non-Urgent,Waste
Overflowing garbage bins near the school,Non-Urgent,Waste
Trash blocking the road near the factory,Non-Urgent,Waste
Trash blocking the road near the street corner,Non-Urgent,Waste
"Rotten food waste in the plaza, very smelly",Non-Urgent,Waste
Waste bins overflowing in front of the school,Non-Urgent,Waste
The street corner disposal area is full and unattended,Non-Urgent,Waste
"Trash piling up in the playground, smells bad",Non-Urgent,Waste
The street corner disposal area is full and unattended,Non-Urgent,Waste
"Rotten food waste in the main road, very smelly",Non-Urgent,Waste
Waste truck missed collection in the barangay hall,Non-Urgent,Waste
Waste truck missed collection in the basketball court,Non-Urgent,Waste
Trash blocking the road near the playground,Non-Urgent,Waste
Waste bins overflowing in front of the plaza,Non-Urgent,Waste
"Scattered trash around the waiting shed, needs cleanup",Non-Urgent,Waste
"Rotten food waste in the street corner, very smelly",Non-Urgent,Waste
The basketball court disposal area is full and unattended,Non-Urgent,Waste
Roof leaking at the factory,Non-Urgent,Infrastructure
Cracks appearing in the basketball court road,Non-Urgent,Infrastructure
Collapsed waiting shed in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the street corner,Non-Urgent,Infrastructure
Collapsed waiting shed in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the main road,Non-Urgent,Infrastructure
Roof leaking at the street corner,Non-Urgent,Infrastructure
Streetlights are broken in the factory,Non-Urgent,Infrastructure
The floor of the street corner is broken and dangerous,Non-Urgent,Infrastructure
Cracks appearing in the playground road,Non-Urgent,Infrastructure
Collapsed waiting shed in the market,Non-Urgent,Infrastructure
Cracks appearing in the plaza road,Non-Urgent,Infrastructure
Streetlights are broken in the playground,Non-Urgent,Infrastructure
Collapsed waiting shed in the school,Non-Urgent,Infrastructure
The floor of the main road is broken and dangerous,Non-Urgent,Infrastructure
Clogged drainage causing flooding in the factory,Non-Urgent,Infrastructure
Damaged footbridge railing at the street corner,Non-Urgent,Infrastructure
Collapsed waiting shed in the school,Non-Urgent,Infrastructure
The floor of the market is broken and dangerous,Non-Urgent,Infrastructure
The floor of the plaza is broken and dangerous,Non-Urgent,Infrastructure
Streetlights are broken in the factory,Non-Urgent,Infrastructure
Collapsed waiting shed in the plaza,Non-Urgent,Infrastructure
Damaged footbridge railing at the main road,Non-Urgent,Infrastructure
The floor of the street corner is broken and dangerous,Non-Urgent,Infrastructure
Collapsed waiting shed in the basketball court,Non-Urgent,Infrastructure
Collapsed waiting shed in the street corner,Non-Urgent,Infrastructure
The school restroom is broken and unusable,Non-Urgent,Infrastructure
Damaged footbridge railing at the factory,Non-Urgent,Infrastructure
The street corner restroom is broken and unusable,Non-Urgent,Infrastructure
Damaged footbridge railing at the plaza,Non-Urgent,Infrastructure
The school restroom is broken and unusable,Non-Urgent,Infrastructure
Streetlights are broken in the basketball court,Non-Urgent,Infrastructure
Cracks appearing in the school road,Non-Urgent,Infrastructure
Streetlights are broken in the apartment,Non-Urgent,Infrastructure
Cracks appearing in the factory road,Non-Urgent,Infrastructure
Collapsed waiting shed in the market,Non-Urgent,Infrastructure
Roof leaking at the main road,Non-Urgent,Infrastructure
Collapsed waiting shed in the residential area,Non-Urgent,Infrastructure
Streetlights are broken in the barangay hall,Non-Urgent,Infrastructure
Water pipes leaking badly in the market,Non-Urgent,Infrastructure
The school restroom is broken and unusable,Non-Urgent,Infrastructure
Cracks appearing in the apartment road,Non-Urgent,Infrastructure
Water pipes leaking badly in the waiting shed,Non-Urgent,Infrastructure
Cracks appearing in the basketball court road,Non-Urgent,Infrastructure
Collapsed waiting shed in the apartment,Non-Urgent,Infrastructure
Water pipes leaking badly in the waiting shed,Non-Urgent,Infrastructure
There is a big pothole in the street corner,Non-Urgent,Infrastructure
Damaged footbridge railing at the market,Non-Urgent,Infrastructure
The floor of the plaza is broken and dangerous,Non-Urgent,Infrastructure
Cracks appearing in the factory road,Non-Urgent,Infrastructure
There is a big pothole in the school,Non-Urgent,Infrastructure
Cracks appearing in the market road,Non-Urgent,Infrastructure
Roof leaking at the residential area,Non-Urgent,Infrastructure
The residential area restroom is broken and unusable,Non-Urgent,Infrastructure
Roof leaking at the main road,Non-Urgent,Infrastructure
There is a big pothole in the street corner,Non-Urgent,Infrastructure
There is a big pothole in the plaza,Non-Urgent,Infrastructure
Water pipes leaking badly in the plaza,Non-Urgent,Infrastructure
The floor of the plaza is broken and dangerous,Non-Urgent,Infrastructure
Collapsed waiting shed in the market,Non-Urgent,Infrastructure
Cracks appearing in the plaza road,Non-Urgent,Infrastructure
Roof leaking at the street corner,Non-Urgent,Infrastructure
Damaged footbridge railing at the waiting shed,Non-Urgent,Infrastructure
Clogged drainage causing flooding in the apartment,Non-Urgent,Infrastructure
The floor of the market is broken and dangerous,Non-Urgent,Infrastructure
Roof leaking at the school,Non-Urgent,Infrastructure
Streetlights are broken in the factory,Non-Urgent,Infrastructure
There is a big pothole in the residential area,Non-Urgent,Infrastructure
The floor of the market is broken and dangerous,Non-Urgent,Infrastructure
The factory restroom is broken and unusable,Non-Urgent,Infrastructure
There is a big pothole in the apartment,Non-Urgent,Infrastructure
Water pipes leaking badly in the waiting shed,Non-Urgent,Infrastructure
Water pipes leaking badly in the playground,Non-Urgent,Infrastructure
